Date;Asset;Open;High;Low;Close; Volume ;Decision;OpenInterest
20/02/2019;ICFFUT;169,91;171,13;167,75;168,22; R$13.826.847,55 ;Sell;0
19/02/2019;ICFFUT;169,84;172,28;169,1;169,91; R$12.855.063,05 ;Sell;4408
18/02/2019;ICFFUT;169,98;170,25;169,98;170,25; R$326.776,31 ;Sell;4303
15/02/2019;ICFFUT;172,32;173,06;170,25;170,25; R$5.863.819,81 ;Sell;0
14/02/2019;ICFFUT;171,65;172,99;169,36;170,55; R$18.080.319,06 ;Sell;2732
13/02/2019;ICFFUT;177,28;177,28;172,62;172,62; R$9.168.362,24 ;Sell;2363
12/02/2019;ICFFUT;177,05;178,61;174,83;176,61; R$3.381.717,34 ;Sell;0
11/02/2019;ICFFUT;182,08;182,08;176,76;176,91; R$12.089.739,72 ;Sell;2830
08/02/2019;ICFFUT;184,74;185,63;181,79;183,27; R$11.548.639,50 ;Sell;0
07/02/2019;ICFFUT;186,15;186,67;184,38;184,67; R$16.153.110,20 ;Sell;4042
06/02/2019;ICFFUT;185,71;187,85;185,19;187,11; R$7.557.612,24 ;Sell;4010
05/02/2019;ICFFUT;188,29;188,29;185,48;185,63; R$5.711.569,31 ;Sell;4091
04/02/2019;ICFFUT;184,15;188,66;183,56;188,66; R$12.008.903,72 ;Sell;4079
01/02/2019;ICFFUT;188,59;190,07;184,45;184,74; R$17.180.809,24 ;Sell;4046
31/01/2019;ICFFUT;182,67;188,74;182,67;188,22; R$11.800.747,42 ;Sell;0
30/01/2019;ICFFUT;183,04;183,56;181,19;181,71; R$18.087.101,33 ;Sell;0
29/01/2019;ICFFUT;181,93;184,15;181,93;182,67; R$18.109.821,11 ;Sell;4091
28/01/2019;ICFFUT;188,59;188,59;181,56;181,93; R$16.163.802,92 ;Sell;4148
24/01/2019;ICFFUT;185,04;188,59;184,89;187,85; R$17.954.305,91 ;Sell;0
23/01/2019;ICFFUT;184,45;186,52;182,82;185,04; R$18.172.582,28 ;Sell;0
22/01/2019;ICFFUT;187,26;189,77;184,3;184,3; R$5.944.901,56 ;Sell;4260
21/01/2019;ICFFUT;187,11;187,11;186,22;187,11; R$142.375,46 ;Sell;4698
18/01/2019;ICFFUT;184,89;189,18;184,3;187,78; R$12.367.918,56 ;Sell;0
17/01/2019;ICFFUT;183,34;184,74;182,16;184,01; R$10.462.767,39 ;Sell;0
16/01/2019;ICFFUT;180,16;184,3;179,86;183,41; R$16.142.481,13 ;Sell;4778
15/01/2019;ICFFUT;183,34;184,3;180,31;181,19; R$11.601.742,00 ;Sell;4663
14/01/2019;ICFFUT;184,82;185,63;182,3;183,86; R$15.669.010,04 ;Sell;4564
11/01/2019;ICFFUT;188,29;188,29;184,3;186,37; R$8.287.994,88 ;Sell;4563
10/01/2019;ICFFUT;188,74;190;186,37;187,78; R$11.790.565,12 ;Sell;4656
09/01/2019;ICFFUT;190;192,14;187,63;188,59; R$12.332.535,69 ;Sell;0
08/01/2019;ICFFUT;184,89;190,44;184,89;190; R$17.582.014,80 ;Sell;0
07/01/2019;ICFFUT;182,67;184,89;182,67;184,89; R$12.155.190,72 ;Neutral;4680
04/01/2019;ICFFUT;183,41;185,48;180,97;181,93; R$17.755.387,70 ;Neutral;4543
03/01/2019;ICFFUT;179,35;185,93;179,35;184,6; R$12.404.295,48 ;Neutral;0
02/01/2019;ICFFUT;180,83;184,6;178,98;179,79; R$12.255.963,39 ;Neutral;0
28/12/2018;ICFFUT;183,49;183,71;181,19;181,79; R$7.175.861,55 ;Neutral;0
27/12/2018;ICFFUT;186,08;186,15;182,53;182,53; R$7.984.626,12 ;Neutral;0
26/12/2018;ICFFUT;180,46;186,08;179,86;185,78; R$15.204.591,18 ;Neutral;4633
21/12/2018;ICFFUT;182,67;182,67;179,86;179,86; R$7.857.468,92 ;Neutral;4512
20/12/2018;ICFFUT;181,12;184,3;180,9;183,41; R$10.973.061,39 ;Neutral;0
19/12/2018;ICFFUT;178,24;181,93;177,87;181,12; R$23.189.100,89 ;Neutral;0
18/12/2018;ICFFUT;180,09;180,46;177,79;178,24; R$6.708.629,92 ;Neutral;4429
17/12/2018;ICFFUT;185,19;185,19;178,98;179,49; R$9.056.400,34 ;Sell;4635
14/12/2018;ICFFUT;186,08;186,08;182,67;182,67; R$9.492.234,53 ;Sell;4498
13/12/2018;ICFFUT;182,3;186,67;181,79;186,67; R$10.188.150,26 ;Sell;0
12/12/2018;ICFFUT;182,67;184,89;182,23;183,86; R$5.711.504,97 ;Sell;0
11/12/2018;ICFFUT;184,89;185,85;181,93;182,08; R$7.219.414,70 ;Sell;4488
10/12/2018;ICFFUT;184,45;186;183,27;185,85; R$7.571.932,52 ;Sell;4504
07/12/2018;ICFFUT;187,26;189,18;184,01;184,23; R$10.981.523,06 ;Sell;0
06/12/2018;ICFFUT;185,63;187,33;183,56;187,11; R$12.027.673,12 ;Sell;4587
05/12/2018;ICFFUT;187,41;187,85;185,63;186,74; R$8.109.804,21 ;Sell;4539
04/12/2018;ICFFUT;188,59;188,96;185,56;187,11; R$6.435.551,00 ;Sell;0
03/12/2018;ICFFUT;187,78;193,55;187,78;188,52; R$9.410.639,47 ;Sell;4579
30/11/2018;ICFFUT;196,73;196,73;187,85;187,85; R$29.089.041,22 ;Sell;4553
29/11/2018;ICFFUT;198,21;200,42;195,25;196,87; R$18.168.241,30 ;Sell;0
28/11/2018;ICFFUT;196,95;199,17;193,92;197,61; R$6.602.996,14 ;Sell;0
27/11/2018;ICFFUT;191,11;199,31;190,81;197,47; R$20.677.244,23 ;Sell;4555
26/11/2018;ICFFUT;194,43;194,95;190,81;192,73; R$9.002.693,60 ;Sell;4536
23/11/2018;ICFFUT;195,39;197,02;193,18;195,54; R$14.501.197,06 ;Sell;4550
22/11/2018;ICFFUT;198,06;198,06;196,21;196,5; R$6.841.407,75 ;Sell;4447
21/11/2018;ICFFUT;200,87;200,87;197,47;197,76; R$10.318.584,35 ;Sell;4550
19/11/2018;ICFFUT;204,71;204,71;197,69;201,31; R$10.836.950,02 ;Sell;0
16/11/2018;ICFFUT;202,64;203,75;198,72;203,75; R$6.913.948,86 ;Sell;0
14/11/2018;ICFFUT;197,17;203,09;195,69;202,05; R$16.101.700,08 ;Sell;0
13/11/2018;ICFFUT;198,21;198,5;193,47;196,65; R$10.107.245,94 ;Sell;0
12/11/2018;ICFFUT;202,06;203,13;197,47;197,47; R$9.110.417,09 ;Sell;4256
09/11/2018;ICFFUT;210,51;211,52;207,87;208,1; R$2.879.872,06 ;Sell;0
08/11/2018;ICFFUT;209,5;214,39;209,42;211,9; R$13.615.507,80 ;Sell;0
07/11/2018;ICFFUT;209,5;211,28;207,87;210,97; R$7.003.518,98 ;Sell;3963
06/11/2018;ICFFUT;213,77;213,77;207,1;207,72; R$16.674.305,25 ;Sell;3964
05/11/2018;ICFFUT;214,08;216,56;211,75;212,99; R$17.034.187,17 ;Sell;0
01/11/2018;ICFFUT;205,39;215,24;204,77;214,85; R$15.127.733,58 ;Sell;0
31/10/2018;ICFFUT;206,01;206,86;202,6;205,54; R$7.195.715,96 ;Sell;0
30/10/2018;ICFFUT;210,2;210,97;203,92;206,01; R$11.665.206,97 ;Sell;4035
29/10/2018;ICFFUT;222,14;224,63;208,18;208,96; R$19.050.899,07 ;Sell;4026
26/10/2018;ICFFUT;221,45;224,47;218,73;221,83; R$76.778.185,52 ;Sell;0
25/10/2018;ICFFUT;219,89;224,94;219,82;221,13; R$5.714.530,34 ;Sell;0
24/10/2018;ICFFUT;221,13;227,57;219,97;220,05; R$11.879.321,56 ;Sell;5525
23/10/2018;ICFFUT;214,23;221,83;212,84;220,28; R$20.843.057,42 ;Sell;5508
22/10/2018;ICFFUT;221,6;222,45;213,61;214,7; R$21.047.277,06 ;Sell;5559
19/10/2018;ICFFUT;222,3;230,29;221,29;221,91; R$23.034.484,69 ;Sell;0
18/10/2018;ICFFUT;223;224,94;221,91;223,38; R$7.557.473,11 ;Sell;0
17/10/2018;ICFFUT;214,46;224,63;213,46;223,38; R$15.847.000,71 ;Buy;5940
16/10/2018;ICFFUT;216,79;218,27;213,22;214,23; R$16.264.178,98 ;Buy;6022
15/10/2018;ICFFUT;206,32;217,33;206,32;217,02; R$49.208.412,22 ;Buy;0
11/10/2018;ICFFUT;202,29;206,55;200,97;205,78; R$8.765.337,00 ;Buy;0
10/10/2018;ICFFUT;206,24;206,24;201,05;202,52; R$11.752.767,41 ;Buy;0
09/10/2018;ICFFUT;202,67;205,62;201,28;205,62; R$23.753.780,46 ;Buy;6689
08/10/2018;ICFFUT;196,86;204,38;196,86;202,13; R$33.129.126,76 ;Buy;6698
05/10/2018;ICFFUT;193,13;197,79;193,13;196,93; R$11.820.170,74 ;Buy;0
04/10/2018;ICFFUT;192,13;197,01;191,66;192,75; R$11.508.191,70 ;Buy;0
03/10/2018;ICFFUT;193,6;200,12;192,67;192,75; R$20.946.423,97 ;Buy;7077
02/10/2018;ICFFUT;183,05;194,76;182,9;193,91; R$30.267.542,14 ;Buy;7099
01/10/2018;ICFFUT;182,51;185,46;182,43;182,97; R$11.615.176,58 ;Buy;0
28/09/2018;ICFFUT;178,16;185,69;177;183,52; R$25.325.716,48 ;Buy;7131
27/09/2018;ICFFUT;175,68;178,4;173,74;178,01; R$8.567.275,24 ;Buy;0
26/09/2018;ICFFUT;174,83;176,69;172,97;175,68; R$5.828.043,70 ;Buy;7131
25/09/2018;ICFFUT;175,68;175,76;172,81;174,05; R$13.144.637,46 ;Buy;7204
24/09/2018;ICFFUT;176,92;178,86;175,68;175,84; R$9.109.907,86 ;Buy;7180
21/09/2018;ICFFUT;178,09;179,95;176,07;177,78; R$7.075.178,43 ;Buy;0
20/09/2018;ICFFUT;172,19;180,03;172,19;178,24; R$29.985.723,75 ;Buy;0
19/09/2018;ICFFUT;171,11;174,05;170,25;173,2; R$28.405.483,62 ;Buy;7131
18/09/2018;ICFFUT;175,84;175,92;170,02;171,57; R$15.351.671,23 ;Buy;7279
17/09/2018;ICFFUT;178,47;179,64;173,9;174,36; R$14.093.491,24 ;Buy;7290
14/09/2018;ICFFUT;180,18;180,18;178,47;179,02; R$11.038.141,72 ;Sell;0
13/09/2018;ICFFUT;183,75;183,75;179,48;180,57; R$11.795.376,24 ;Sell;0
12/09/2018;ICFFUT;179,79;184,21;179,33;183,05; R$17.749.887,93 ;Sell;7056
11/09/2018;ICFFUT;180,72;181,5;179,02;179,25; R$19.907.372,50 ;Sell;6884
10/09/2018;ICFFUT;184,14;185,53;181,34;181,81; R$7.960.186,22 ;Sell;6858
06/09/2018;ICFFUT;184,68;185,22;183,21;183,83; R$9.692.661,24 ;Sell;0
05/09/2018;ICFFUT;181,42;185,69;181,42;185,07; R$15.442.999,69 ;Sell;0
04/09/2018;ICFFUT;181,03;181,34;176,92;181,11; R$18.763.203,00 ;Sell;6542
03/09/2018;ICFFUT;183,36;183,75;180,41;180,72; R$3.372.052,82 ;Sell;6470
31/08/2018;ICFFUT;183,28;184,37;182,04;182,28; R$13.680.847,48 ;Sell;6360
30/08/2018;ICFFUT;183,98;184,29;180,49;183,52; R$19.289.547,91 ;Sell;0
29/08/2018;ICFFUT;184,52;186,31;183,05;184,14; R$11.966.909,27 ;Sell;0
28/08/2018;ICFFUT;190,34;190,34;183,98;184,68; R$17.200.911,42 ;Sell;6384
27/08/2018;ICFFUT;186,77;191,12;185,22;188,56; R$16.997.337,34 ;Sell;6350
24/08/2018;ICFFUT;181,89;188,33;181,5;186,39; R$18.741.258,60 ;Sell;0
23/08/2018;ICFFUT;181,5;183,67;180,72;181,5; R$18.933.368,94 ;Sell;0
22/08/2018;ICFFUT;182,74;182,74;179,1;180,49; R$10.423.632,38 ;Sell;6170
21/08/2018;ICFFUT;183,67;185,53;182,43;183,21; R$16.153.183,94 ;Sell;6186
20/08/2018;ICFFUT;189,57;192,59;181,89;183,21; R$15.767.459,72 ;Sell;6221
17/08/2018;ICFFUT;190,11;190,34;187,39;189,88; R$17.592.501,03 ;Sell;0
16/08/2018;ICFFUT;191,2;193,13;189,26;190,26; R$9.096.142,34 ;Sell;5973
15/08/2018;ICFFUT;196,08;196,7;190,03;191,58; R$27.826.196,00 ;Sell;6022
14/08/2018;ICFFUT;197,87;199,26;195,46;195,77; R$21.632.831,28 ;Sell;5803
13/08/2018;ICFFUT;197,87;198,87;193,21;198,56; R$17.995.728,06 ;Sell;5768
10/08/2018;ICFFUT;199,18;200,12;197,17;197,63; R$13.647.475,17 ;Sell;0
09/08/2018;ICFFUT;199,34;200,12;197,94;198,41; R$19.853.824,38 ;Sell;0
08/08/2018;ICFFUT;200,5;201,59;197,56;199,65; R$19.275.427,10 ;Sell;0
07/08/2018;ICFFUT;200,74;203,76;200,43;200,89; R$28.343.127,52 ;Sell;5688
06/08/2018;ICFFUT;200,12;203,3;199,57;201,2; R$9.153.190,02 ;Sell;5673
03/08/2018;ICFFUT;198,64;200,89;197,79;199,8; R$5.224.671,12 ;Sell;0
02/08/2018;ICFFUT;200,35;200,5;196,62;198,72; R$11.606.255,64 ;Sell;0
01/08/2018;ICFFUT;202,75;203,99;199,88;200,43; R$44.851.036,82 ;Sell;5577
31/07/2018;ICFFUT;206,24;206,79;202,44;202,44; R$7.930.783,17 ;Sell;5496
30/07/2018;ICFFUT;204,69;210,2;204,54;206,01; R$10.497.996,55 ;Sell;5442
27/07/2018;ICFFUT;202,44;205,16;201,74;205,08; R$10.419.819,66 ;Sell;0
26/07/2018;ICFFUT;206,01;206,24;202,13;202,67; R$6.637.570,16 ;Sell;5501
25/07/2018;ICFFUT;205,85;207,87;204,77;205,54; R$7.679.442,64 ;Sell;5484
24/07/2018;ICFFUT;208,65;209,42;204,92;206,32; R$12.398.357,68 ;Sell;5501
23/07/2018;ICFFUT;206,94;209,73;205,54;207,17; R$7.115.564,42 ;Sell;5484
20/07/2018;ICFFUT;202,75;207,1;202,67;207,1; R$6.822.405,52 ;Sell;0
19/07/2018;ICFFUT;200,04;203,3;199,49;201,67; R$18.766.403,17 ;Sell;0
18/07/2018;ICFFUT;202,44;202,44;199,88;201,05; R$7.822.485,81 ;Sell;5443
17/07/2018;ICFFUT;206,32;206,32;202,44;202,44; R$5.126.577,76 ;Sell;5314
16/07/2018;ICFFUT;203,53;206,32;203,53;205,7; R$4.791.722,28 ;Sell;5409
13/07/2018;ICFFUT;208,18;208,18;202,44;205,47; R$11.919.702,59 ;Sell;5591
12/07/2018;ICFFUT;206,94;210,97;206,94;207,87; R$10.553.588,66 ;Sell;0
11/07/2018;ICFFUT;212,53;213,07;207,72;208,41; R$3.235.796,52 ;Sell;5591
10/07/2018;ICFFUT;209,81;215,32;209,81;212,84; R$6.321.259,26 ;Sell;5463
06/07/2018;ICFFUT;201,12;213,22;200,04;210,74; R$8.793.351,63 ;Sell;5370
05/07/2018;ICFFUT;208,03;208,03;200,58;201,2; R$11.269.738,56 ;Sell;0
04/07/2018;ICFFUT;208,65;210,97;208,34;209,19; R$790.423,59 ;Sell;5370
03/07/2018;ICFFUT;208,18;209,97;207,41;208,34; R$15.294.214,55 ;Sell;5375
02/07/2018;ICFFUT;209,97;211,05;208,34;208,65; R$1.723.758,68 ;Sell;5369
29/06/2018;ICFFUT;216,4;216,56;213,46;214,08; R$5.645.720,66 ;Sell;0
28/06/2018;ICFFUT;218,34;218,34;215,86;216,02; R$1.995.196,69 ;Sell;0
27/06/2018;ICFFUT;219,82;219,82;218,5;218,5; R$9.468.160,68 ;Sell;5096
26/06/2018;ICFFUT;220,13;222,69;219,27;219,27; R$3.594.924,69 ;Sell;5079
25/06/2018;ICFFUT;218,34;218,96;217,95;218,73; R$3.601.467,88 ;Sell;5198
22/06/2018;ICFFUT;217,33;219,58;217,33;217,95; R$436.390,00 ;Sell;0
21/06/2018;ICFFUT;217,64;219,2;216,4;217,57; R$785.960,00 ;Sell;0
20/06/2018;ICFFUT;217,95;218,5;217,18;217,88; R$196.675,00 ;Sell;0
19/06/2018;ICFFUT;216,33;218,11;215,47;218,11; R$725.455,00 ;Sell;0
18/06/2018;ICFFUT;219,51;220,28;217,72;217,72; R$437.490,00 ;Sell;0
15/06/2018;ICFFUT;218,73;220,82;218,73;219,35; R$1.853.275,00 ;Sell;0
14/06/2018;ICFFUT;222,14;222,14;220,28;220,28; R$828.635,00 ;Sell;0
13/06/2018;ICFFUT;222,76;223,54;222,45;222,76; R$373.715,00 ;Sell;0
12/06/2018;ICFFUT;223;224,32;223;223,38; R$663.825,00 ;Sell;0
11/06/2018;ICFFUT;222,45;224,16;222,45;223,07; R$158.300,00 ;Sell;0
08/06/2018;ICFFUT;222,61;224,24;222,61;224,08; R$1.412.500,00 ;Sell;0
07/06/2018;ICFFUT;226,87;226,87;221,06;221,76; R$2.952.210,00 ;Sell;0
06/06/2018;ICFFUT;228,35;228,35;226,49;227,34; R$2.333.695,00 ;Sell;0
05/06/2018;ICFFUT;232,15;232,15;228,04;228,35; R$1.225.865,00 ;Sell;0
04/06/2018;ICFFUT;233,47;234,63;231,22;232,15; R$1.035.330,00 ;Sell;0
01/06/2018;ICFFUT;230,83;238,74;230,83;234,4; R$4.752.260,00 ;Sell;0
30/05/2018;ICFFUT;229,2;233,78;229,05;230,6; R$3.628.645,00 ;Buy;0
29/05/2018;ICFFUT;229,05;231,14;228,97;230,05; R$3.537.870,00 ;Buy;0
28/05/2018;ICFFUT;230,37;234,17;228,35;228,35; R$502.510,00 ;Buy;0
25/05/2018;ICFFUT;230,37;231,45;229,74;230,05; R$12.322.719,34 ;Buy;4682
24/05/2018;ICFFUT;229,36;231,76;229,36;230,91; R$5.451.946,14 ;Buy;4682
23/05/2018;ICFFUT;231,92;231,92;227,57;229,9; R$8.143.044,00 ;Buy;4601
22/05/2018;ICFFUT;230,21;232,61;228,58;232,54; R$8.470.995,80 ;Buy;4493
21/05/2018;ICFFUT;226,18;230,68;226,1;229,05; R$7.120.281,12 ;Buy;4517
18/05/2018;ICFFUT;225,56;226,72;224,47;226,25; R$14.186.861,53 ;Buy;4516
17/05/2018;ICFFUT;225,79;227,26;224,94;225,71; R$9.015.150,06 ;Buy;4453
16/05/2018;ICFFUT;225,25;225,94;224,16;224,47; R$5.087.257,18 ;Buy;4438
15/05/2018;ICFFUT;225,25;225,79;223;225,79; R$4.878.946,38 ;Buy;4478
14/05/2018;ICFFUT;229,59;229,59;225,56;225,56; R$1.262.360,09 ;Sell;4476
