Date;Asset;Open;High;Low;Close; Volume ;Decision;OpenInterest
11/01/2013;ICFFUT;574,65;589,23;573,88;588,14; R$151.326,81 ;Buy;4927
10/01/2013;ICFFUT;567,52;576,2;567,52;576,2; R$13.681.218,27 ;Buy;4772
09/01/2013;ICFFUT;567,05;572,95;563,18;569,07; R$14.928.143,23 ;Buy;4700
08/01/2013;ICFFUT;578,22;579,77;564,42;566,59; R$13.465.436,72 ;Buy;4649
07/01/2013;ICFFUT;569,38;582,56;569,38;579,15; R$37.235,92 ;Buy;4565
04/01/2013;ICFFUT;564,26;570,62;554,18;568,45; R$15.198.638,34 ;Buy;4503
03/01/2013;ICFFUT;576,82;587,68;564,42;565,04; R$14.557.413,57 ;Buy;4498
02/01/2013;ICFFUT;568,6;579,15;567,52;575,27; R$10.683.896,47 ;Buy;4484
28/12/2012;ICFFUT;573,72;578,22;566,9;567,52; R$3.503.730,96 ;Buy;4487
27/12/2012;ICFFUT;571,86;573,72;566,28;572,64; R$6.787.874,78 ;Buy;4503
26/12/2012;ICFFUT;567,83;573,41;563,02;572,48; R$5.841.641,45 ;Buy;4526
21/12/2012;ICFFUT;558,06;567,05;556,98;563,95; R$10.428.059,88 ;Buy;4569
20/12/2012;ICFFUT;563,64;569,07;555,11;556,35; R$15.153.456,18 ;Buy;4679
19/12/2012;ICFFUT;559,77;567,21;556,2;562,87; R$8.998.665,02 ;Sell;4711
18/12/2012;ICFFUT;565,97;576,2;559,92;559,92; R$13.133.459,15 ;Sell;4735
11/12/2012;ICFFUT;565,35;565,35;565,35;565,35; R$298.731,08 ;Sell;67
10/12/2012;ICFFUT;563,77;563,77;563,77;563,77; R$1.339.836,48 ;Sell;187
07/12/2012;ICFFUT;577,16;587,4;577,16;582,04; R$694.269,36 ;Sell;457
06/12/2012;ICFFUT;570,86;570,86;570,86;570,86; R$564.983,44 ;Sell;894
05/12/2012;ICFFUT;562,51;565,35;560,78;565,35; R$1.272.026,76 ;Sell;1324
04/12/2012;ICFFUT;570,86;570,86;570,86;570,86; R$191.671,88 ;Sell;1892
03/12/2012;ICFFUT;566,92;576,37;566,92;576,37; R$1.081.938,83 ;Sell;1925
30/11/2012;ICFFUT;589,29;598,42;563,77;563,77; R$39.609,07 ;Sell;1951
29/11/2012;ICFFUT;584,25;590,54;582,67;588,97; R$8.796.578,62 ;Sell;1996
28/11/2012;ICFFUT;570,23;582,67;563,77;581,1; R$10.551.887,35 ;Sell;2339
27/11/2012;ICFFUT;571,65;579,52;570,86;570,86; R$188.451,45 ;Sell;2430
26/11/2012;ICFFUT;581,57;582,67;570,07;571,96; R$9.458.961,31 ;Sell;2487
23/11/2012;ICFFUT;584,72;585,82;573,69;581,1; R$6.379.910,37 ;Sell;2733
22/11/2012;ICFFUT;590,07;596,53;579,99;584,25; R$19.487.870,80 ;Sell;2812
21/11/2012;ICFFUT;588,97;594,95;581,1;591,8; R$16.541.850,84 ;Sell;2968
19/11/2012;ICFFUT;596,84;611,02;593,69;606,45; R$18.856.307,34 ;Sell;3275
16/11/2012;ICFFUT;598,42;604,72;590,23;593,69; R$236.527,20 ;Sell;3425
14/11/2012;ICFFUT;595,58;599,05;588,97;598,42; R$195.088,24 ;Sell;4011
13/11/2012;ICFFUT;618,89;620,47;592,28;592,28; R$23.452.182,64 ;Sell;4090
12/11/2012;ICFFUT;603,62;620,47;603,62;618,58; R$20.848.268,39 ;Sell;4225
09/11/2012;ICFFUT;613,69;618,1;602,2;604,72; R$17.185.607,23 ;Sell;4205
08/11/2012;ICFFUT;610,7;614,8;608,18;613,22; R$9.189.888,75 ;Sell;4271
07/11/2012;ICFFUT;611,8;619,99;606,77;610,07; R$17.256.171,24 ;Sell;4302
06/11/2012;ICFFUT;614,64;619,52;608,18;612,59; R$20.391.725,13 ;Sell;4504
05/11/2012;ICFFUT;629,91;632,28;611,65;612,75; R$22.007.386,41 ;Sell;4580
01/11/2012;ICFFUT;634,64;638,42;625,19;630,39; R$326.831,01 ;Sell;4557
31/10/2012;ICFFUT;637,79;645,19;631,49;631,49; R$19.955.869,46 ;Sell;4659
30/10/2012;ICFFUT;656,84;658,26;637,79;637,79; R$2.501.136,72 ;Sell;4675
29/10/2012;ICFFUT;637,79;655,74;631,02;655,11; R$21.681.115,49 ;Sell;4734
26/10/2012;ICFFUT;651,96;654,01;638,1;640,62; R$167.890,92 ;Sell;4711
25/10/2012;ICFFUT;650,39;654,32;646,61;650,54; R$1.376.950,84 ;Sell;4824
24/10/2012;ICFFUT;658,26;661,25;648,02;649,6; R$126.934,22 ;Sell;5264
23/10/2012;ICFFUT;669,28;670,86;657,79;658,26; R$30.455.389,68 ;Sell;5889
22/10/2012;ICFFUT;658,26;675,58;658,26;668,81; R$22.504.938,85 ;Sell;6110
19/10/2012;ICFFUT;649,76;664,56;649,76;660,78; R$20.909.545,09 ;Sell;6206
18/10/2012;ICFFUT;661,41;662,99;645,66;649,6; R$23.488.793,54 ;Sell;6262
17/10/2012;ICFFUT;664,4;669,28;654,01;662,36; R$29.235.186,48 ;Sell;6337
16/10/2012;ICFFUT;660,62;667,24;657,47;664,24; R$16.824.629,60 ;Sell;6399
15/10/2012;ICFFUT;656,69;662,04;651,02;659,36; R$18.088.741,37 ;Sell;6364
11/10/2012;ICFFUT;671,02;671,33;655,43;655,43; R$19.234.142,24 ;Sell;6411
10/10/2012;ICFFUT;677,16;677,16;668,34;670,86; R$13.189.718,20 ;Sell;6407
09/10/2012;ICFFUT;685,03;689,91;669,6;672,59; R$26.974.224,10 ;Sell;6476
08/10/2012;ICFFUT;686,76;692,28;683,46;687,87; R$9.516.069,22 ;Sell;6467
05/10/2012;ICFFUT;710,7;713,69;685,19;686,92; R$41.884.605,58 ;Sell;6496
04/10/2012;ICFFUT;727,08;737,79;707,87;711,65; R$51.187.720,28 ;Sell;6669
03/10/2012;ICFFUT;733,85;747,87;725,98;725,98; R$49.062.252,27 ;Sell;6696
02/10/2012;ICFFUT;713,69;740,15;712,75;734,8; R$79.486.579,95 ;Buy;6895
01/10/2012;ICFFUT;699,21;720,46;699,21;716,37; R$30.443.624,61 ;Buy;7050
28/09/2012;ICFFUT;703,3;704,72;688,97;699,21; R$20.898.829,90 ;Buy;7057
27/09/2012;ICFFUT;685,35;704,72;685,03;703,61; R$20.935.890,90 ;Buy;7106
26/09/2012;ICFFUT;702,35;704,09;685,19;686,45; R$12.886.774,15 ;Buy;7116
25/09/2012;ICFFUT;697,47;705,03;697,47;702,35; R$16.261.372,60 ;Buy;7123
24/09/2012;ICFFUT;704,4;707,87;682,51;695,11; R$18.528.116,89 ;Buy;0
21/09/2012;ICFFUT;682,51;705,19;680,47;703,93; R$17.089.784,09 ;Buy;7141
17/09/2012;ICFFUT;687,07;687,07;687,07;683,77; R$206.370,00 ;Buy;148
14/09/2012;ICFFUT;677,18;689,17;677,18;683,77; R$1.063.506,62 ;Buy;148
13/09/2012;ICFFUT;672,69;672,69;672,69;672,69; R$45.398,39 ;Buy;958
12/09/2012;ICFFUT;669,99;670,29;669,99;670,29; R$135.333,95 ;Buy;966
11/09/2012;ICFFUT;666,69;668,19;666,69;668,19; R$2.162.374,03 ;Buy;971
10/09/2012;ICFFUT;635,98;651,71;635,98;651,71; R$1.868.303,55 ;Buy;988
06/09/2012;ICFFUT;617,85;621,75;617,85;620,1; R$126.649,84 ;Buy;1081
05/09/2012;ICFFUT;625,79;625,79;625,79;625,79; R$255.544,68 ;Buy;1213
04/09/2012;ICFFUT;625,94;628,34;625,94;627,44; R$1.655.244,69 ;Buy;2184
03/09/2012;ICFFUT;614,26;617,25;611,56;615,75; R$750.452,69 ;Buy;2192
31/08/2012;ICFFUT;615,75;621,75;609,16;611,41; R$2.391.867,32 ;Buy;2271
30/08/2012;ICFFUT;622,5;632,08;615,75;615,75; R$10.771.456,59 ;Sell;2389
29/08/2012;ICFFUT;630,59;634,48;624,14;624,74; R$9.286.482,77 ;Sell;2543
28/08/2012;ICFFUT;632,98;639,73;628,64;629,99; R$9.504.559,73 ;Sell;2738
27/08/2012;ICFFUT;627,74;637,78;620,25;633,73; R$9.530.715,51 ;Sell;2774
24/08/2012;ICFFUT;627,59;628,94;620,55;623,25; R$8.186.198,56 ;Sell;2940
23/08/2012;ICFFUT;632,23;636,43;623,25;624,44; R$5.498.656,52 ;Sell;2960
22/08/2012;ICFFUT;644,22;644,22;629,54;630,74; R$3.894.490,27 ;Sell;3031
21/08/2012;ICFFUT;644,52;649,46;641,52;644,07; R$7.266.011,01 ;Sell;3089
20/08/2012;ICFFUT;639,73;654,11;632,68;644,52; R$10.631.934,55 ;Sell;3121
17/08/2012;ICFFUT;632,08;644,22;631,49;638,23; R$12.244.163,31 ;Sell;3217
16/08/2012;ICFFUT;639,43;641,82;627,74;633,13; R$22.492.315,14 ;Sell;3378
15/08/2012;ICFFUT;650,21;650,21;634,78;638,38; R$15.355.675,14 ;Sell;3518
14/08/2012;ICFFUT;655,01;655,01;648,12;649,31; R$8.367.794,20 ;Sell;3583
13/08/2012;ICFFUT;671,19;671,19;653,21;656,21; R$44.646.847,93 ;Sell;4044
10/08/2012;ICFFUT;653,21;689,17;641,67;671,19; R$55.655.498,08 ;Sell;4214
09/08/2012;ICFFUT;669,39;670,59;651,11;652,61; R$54.712.728,54 ;Sell;4282
08/08/2012;ICFFUT;675,68;675,68;665,94;668,19; R$35.203.700,64 ;Sell;4408
07/08/2012;ICFFUT;683,32;685,27;674,18;675,68; R$39.465.067,75 ;Sell;4426
06/08/2012;ICFFUT;670,29;687,52;669,09;680,03; R$21.089.930,24 ;Sell;4527
03/08/2012;ICFFUT;667,29;675,68;666,39;672,69; R$24.798.194,22 ;Sell;4767
02/08/2012;ICFFUT;677,18;681,97;666,99;667,29; R$24.315.183,31 ;Sell;4767
01/08/2012;ICFFUT;674,33;680,03;661,3;677,18; R$43.410.906,03 ;Sell;4667
31/07/2012;ICFFUT;689,17;696,06;671,19;674,63; R$41.959.664,46 ;Sell;4739
30/07/2012;ICFFUT;669,24;690,66;664,9;688,42; R$76.486.370,61 ;Sell;4900
27/07/2012;ICFFUT;667,59;678,38;666,39;669,09; R$33.756.577,08 ;Sell;4790
26/07/2012;ICFFUT;680,03;688,27;662,2;667,29; R$27.970.130,95 ;Sell;4833
25/07/2012;ICFFUT;673,73;685,42;670,89;680,78; R$23.479.192,50 ;Sell;4905
24/07/2012;ICFFUT;701,45;705,8;672,69;673,88; R$56.937.318,88 ;Sell;4846
23/07/2012;ICFFUT;713,29;713,44;698,15;702,05; R$28.884.268,07 ;Sell;4782
20/07/2012;ICFFUT;722,13;730,07;712,84;713,29; R$32.379.304,52 ;Sell;4691
19/07/2012;ICFFUT;698,15;721,23;694,26;721,23; R$35.802.980,22 ;Buy;4713
18/07/2012;ICFFUT;698,01;702,65;681,23;699,5; R$32.499.209,64 ;Buy;4796
17/07/2012;ICFFUT;708,19;713,14;690,66;698,15; R$32.328.513,32 ;Buy;4792
16/07/2012;ICFFUT;710,14;716,13;702,35;709,54; R$45.957.581,55 ;Buy;4809
13/07/2012;ICFFUT;695,31;711,19;684,67;708,64; R$37.600.150,66 ;Buy;4879
12/07/2012;ICFFUT;709,69;709,69;689,32;695,16; R$40.252.756,36 ;Buy;4903
11/07/2012;ICFFUT;704,75;732,01;702,65;712,24; R$50.947.163,86 ;Buy;4921
10/07/2012;ICFFUT;683,02;711,64;681,82;705,5; R$42.440.317,48 ;Buy;4952
06/07/2012;ICFFUT;689,17;697,26;677,93;683,17; R$35.783.031,64 ;Buy;4808
05/07/2012;ICFFUT;677,33;712,24;675,68;689,17; R$63.943.039,72 ;Buy;4807
04/07/2012;ICFFUT;686,17;686,17;675,98;677,18; R$9.687.648,75 ;Buy;4833
03/07/2012;ICFFUT;663,7;692,01;660,7;688,87; R$33.168.616,51 ;Buy;4806
02/07/2012;ICFFUT;652,31;667,14;645,42;663,85; R$25.405.327,11 ;Buy;4773
29/06/2012;ICFFUT;621;652,61;617,85;651,86; R$41.338.424,17 ;Buy;4757
28/06/2012;ICFFUT;626,24;630,14;616,35;620,25; R$31.986.091,03 ;Buy;4774
27/06/2012;ICFFUT;631,64;643,77;623,99;626,84; R$35.697.984,35 ;Buy;4759
26/06/2012;ICFFUT;603,47;634,93;600,77;631,04; R$54.808.827,64 ;Buy;4630
25/06/2012;ICFFUT;601,07;605,27;594,48;604,07; R$16.738.733,92 ;Buy;4666
22/06/2012;ICFFUT;602,27;607,66;589,39;601,07; R$46.621.634,64 ;Buy;4635
21/06/2012;ICFFUT;578,3;603,77;575,45;603,47; R$46.597.827,19 ;Buy;4587
20/06/2012;ICFFUT;598,68;610,51;574,7;579,8; R$63.544.675,81 ;Buy;4560
19/06/2012;ICFFUT;569,61;600,02;568,11;598,53; R$38.859.905,87 ;Buy;4592
18/06/2012;ICFFUT;571,71;575,9;566,31;568,71; R$11.241.951,43 ;Buy;4554
15/06/2012;ICFFUT;568,11;572,16;567,06;571,56; R$19.305.412,81 ;Sell;4517
14/06/2012;ICFFUT;582,94;583,69;567,81;567,96; R$25.298.821,64 ;Sell;4436
13/06/2012;ICFFUT;585,79;591,78;582,05;582,79; R$26.180.654,08 ;Sell;4769
12/06/2012;ICFFUT;589,69;592,68;584,89;588,79; R$19.209.636,29 ;Sell;4777
11/06/2012;ICFFUT;591,93;597,48;588,34;590,14; R$16.313.982,45 ;Sell;4813
08/06/2012;ICFFUT;591,78;599,27;587,29;591,78; R$13.556.617,28 ;Sell;4723
06/06/2012;ICFFUT;594,33;602,12;591,78;591,78; R$21.009.478,76 ;Sell;4618
05/06/2012;ICFFUT;599,27;604,82;592,83;594,48; R$22.044.514,57 ;Sell;4585
04/06/2012;ICFFUT;599,12;602,27;588,79;599,27; R$27.489.820,11 ;Sell;4937
01/06/2012;ICFFUT;610,96;610,96;594,93;599,72; R$35.104.221,78 ;Sell;4867
31/05/2012;ICFFUT;623,4;627,74;608,26;611,86; R$32.020.328,37 ;Sell;4685
30/05/2012;ICFFUT;629,09;629,24;618,15;626,09; R$24.816.458,10 ;Sell;4601
29/05/2012;ICFFUT;639,58;643,92;628,34;630,14; R$18.453.457,45 ;Sell;4586
28/05/2012;ICFFUT;609,36;616,56;609,36;614,26; R$2.559.366,29 ;Sell;4608
25/05/2012;ICFFUT;606,2;615,84;603,46;612,53; R$22.818.154,11 ;Sell;4613
24/05/2012;ICFFUT;606,63;616,85;603,32;608,79; R$54.271.728,29 ;Sell;4808
23/05/2012;ICFFUT;635,56;635,56;603,89;638,44; R$49.338.492,39 ;Sell;4744
22/05/2012;ICFFUT;640,31;644,77;631,38;635,56; R$49.535.722,20 ;Sell;4785
21/05/2012;ICFFUT;650,81;655,71;639,59;640,02; R$52.260.843,64 ;Sell;4633
18/05/2012;ICFFUT;654,99;662,04;651,68;653,12; R$47.767.573,18 ;Sell;4940
17/05/2012;ICFFUT;646,93;659,16;644,91;657,29; R$49.579.163,68 ;Sell;5267
16/05/2012;ICFFUT;646,93;662,61;644,77;647,65; R$62.528.700,19 ;Sell;5281
15/05/2012;ICFFUT;648,94;663,77;644,77;646,78; R$80.310.518,63 ;Sell;5881
14/05/2012;ICFFUT;644,77;651,1;636,13;650,81; R$38.083.704,75 ;Sell;6011
11/05/2012;ICFFUT;653,4;654,84;644,48;645,49; R$30.868.231,27 ;Sell;5946
10/05/2012;ICFFUT;644,77;657;641,89;652,54; R$52.530.163,61 ;Sell;6049
09/05/2012;ICFFUT;646,06;646,21;634,41;641,89; R$40.797.437,64 ;Sell;6124
08/05/2012;ICFFUT;643,18;650,52;640,74;647,36; R$32.033.409,55 ;Sell;6131
07/05/2012;ICFFUT;643,9;648,08;637,86;643,04; R$18.610.913,39 ;Sell;6146
04/05/2012;ICFFUT;647,65;654,12;641,31;644,77; R$22.720.339,35 ;Sell;6110
03/05/2012;ICFFUT;667,51;673,55;646,49;649,09; R$61.942.173,45 ;Sell;5980
02/05/2012;ICFFUT;657,29;678,45;657,15;668,8; R$77.584.282,74 ;Sell;6090
30/04/2012;ICFFUT;648,8;658,87;646,64;657,43; R$13.292.385,56 ;Sell;6081
27/04/2012;ICFFUT;645,92;653,4;642,47;648,65; R$26.565.533,16 ;Sell;6444
26/04/2012;ICFFUT;647,79;655,42;644,77;646,21; R$18.804.984,89 ;Sell;6465
25/04/2012;ICFFUT;674,27;682,19;646,64;649,52; R$62.686.029,07 ;Sell;6459
24/04/2012;ICFFUT;657,72;676,57;657,72;670,96; R$51.898.522,47 ;Sell;6501
23/04/2012;ICFFUT;657,58;660,31;648,65;658,87; R$34.286.611,04 ;Sell;6511
20/04/2012;ICFFUT;675,36;691,02;673,56;686,5; R$38.465.225,91 ;Sell;6567
19/04/2012;ICFFUT;674,46;682,74;666,93;675,21; R$20.173.353,40 ;Sell;6601
18/04/2012;ICFFUT;670,1;676,87;668,89;674,16; R$29.346.262,72 ;Sell;6660
17/04/2012;ICFFUT;678,68;686,35;669,94;669,94; R$24.324.765,53 ;Sell;6623
16/04/2012;ICFFUT;692,98;699,15;669,64;677,92; R$65.646.692,61 ;Sell;6531
13/04/2012;ICFFUT;707,58;720,83;691,62;693,88; R$75.904.298,86 ;Sell;6333
12/04/2012;ICFFUT;684,7;684,7;683,49;683,49; R$166.601,21 ;Sell;79
29/03/2012;ICFFUT;687,71;687,71;687,71;687,71; R$41.678,43 ;Sell;78
27/03/2012;ICFFUT;692,53;695,54;692,53;695,54; R$83.593,13 ;Sell;76
26/03/2012;ICFFUT;695,24;695,24;695,24;695,24; R$41.908,35 ;Sell;76
23/03/2012;ICFFUT;683,49;683,49;683,49;683,49; R$165.501,16 ;Sell;76
13/03/2012;ICFFUT;719,63;719,63;719,63;719,63; R$168.669,27 ;Sell;44
12/03/2012;ICFFUT;729,21;729,21;729,21;729,21; R$758.380,39 ;Sell;49
09/03/2012;ICFFUT;738,95;738,95;738,95;738,95; R$42.336,46 ;Sell;66
08/03/2012;ICFFUT;738,95;738,95;738,95;738,95; R$887.861,10 ;Sell;74
05/03/2012;ICFFUT;810,37;810,37;810,37;810,37; R$176.619,52 ;Sell;324
02/03/2012;ICFFUT;810,37;815,12;810,37;811,95; R$3.081.849,68 ;Sell;877
01/03/2012;ICFFUT;806,41;819,87;800,87;813,54; R$13.867.848,68 ;Sell;1088
29/02/2012;ICFFUT;834,59;834,75;808;808; R$20.229.660,96 ;Sell;1293
28/02/2012;ICFFUT;841,08;848,36;825,41;834,75; R$32.799.734,51 ;Sell;1548
27/02/2012;ICFFUT;843,61;849,47;833;842,98; R$30.166.148,81 ;Sell;1607
24/02/2012;ICFFUT;839,18;847,41;838,7;846,77; R$49.146.095,86 ;Sell;2100
23/02/2012;ICFFUT;840,6;856,27;837,75;838,39; R$42.367.657,97 ;Sell;2470
22/02/2012;ICFFUT;846,46;851,52;841,55;842,82; R$12.450.272,43 ;Sell;2554
17/02/2012;ICFFUT;844,56;849,94;838,86;846,14; R$35.810.650,44 ;Sell;2859
16/02/2012;ICFFUT;853,11;860,39;829,84;843,13; R$86.031.619,58 ;Sell;3112
15/02/2012;ICFFUT;870,52;877,16;836,96;850,73; R$79.752.689,05 ;Sell;3409
14/02/2012;ICFFUT;913,25;918;871,15;873,05; R$83.391.924,61 ;Sell;3481
13/02/2012;ICFFUT;923,06;928,29;910,09;913,25; R$63.948.471,45 ;Sell;3442
10/02/2012;ICFFUT;922,91;927,34;916,57;922,75; R$49.006.932,61 ;Sell;3496
09/02/2012;ICFFUT;938,73;945,22;921,8;923,7; R$65.604.003,12 ;Sell;3648
08/02/2012;ICFFUT;940,79;950,13;936,36;938,57; R$50.764.796,39 ;Sell;3590
07/02/2012;ICFFUT;938,26;948,07;929,08;941,9; R$75.197.385,15 ;Sell;3765
06/02/2012;ICFFUT;931,93;935,88;921,64;935,09; R$32.769.225,77 ;Sell;3760
03/02/2012;ICFFUT;926,39;937,78;924,96;931,93; R$55.959.745,98 ;Sell;3724
02/02/2012;ICFFUT;919,42;926,86;910,09;926,55; R$56.120.288,05 ;Sell;3631
01/02/2012;ICFFUT;922,11;924,33;918,79;921,16; R$20.158.607,06 ;Sell;3644
31/01/2012;ICFFUT;930,66;939,84;919,74;921,32; R$57.729.886,35 ;Sell;3617
30/01/2012;ICFFUT;936,83;937,62;925,12;930,03; R$24.821.995,78 ;Sell;3587
27/01/2012;ICFFUT;943,64;944,91;936,99;937,31; R$27.934.763,87 ;Sell;3556
26/01/2012;ICFFUT;947,28;949,5;937,94;943,64; R$48.178.584,51 ;Sell;3500
24/01/2012;ICFFUT;948,07;951,87;934,78;947,28; R$50.879.375,20 ;Sell;3476
23/01/2012;ICFFUT;966,75;968,65;940,16;946,8; R$72.953.573,72 ;Sell;3266
20/01/2012;ICFFUT;967,86;973,4;962,32;965,16; R$36.572.175,11 ;Sell;3193
19/01/2012;ICFFUT;967,22;975,93;962,47;968,81; R$45.947.334,40 ;Sell;3193
18/01/2012;ICFFUT;970,7;971,81;956,46;964,85; R$68.952.562,24 ;Sell;3244
17/01/2012;ICFFUT;971,18;983,05;952,82;968,65; R$121.138.366,37 ;Sell;3155
16/01/2012;ICFFUT;967,06;971,81;954,4;971,18; R$14.122.889,13 ;Sell;3064
13/01/2012;ICFFUT;989,22;1001,57;962,95;964,69; R$105.121.751,22 ;Sell;2669
12/01/2012;ICFFUT;992,39;1006,63;984,63;989,86; R$100.148.336,46 ;Sell;2677
11/01/2012;ICFFUT;959,78;993,97;952,98;991,44; R$114.781.126,20 ;Buy;3042
10/01/2012;ICFFUT;943,48;962,32;943,32;960,73; R$61.933.187,42 ;Buy;3075
09/01/2012;ICFFUT;947,44;955,04;940,16;945,22; R$58.755.894,67 ;Buy;3145
06/01/2012;ICFFUT;941,74;949,65;929,87;947,91; R$70.503.088,32 ;Buy;3124
05/01/2012;ICFFUT;965,01;965,48;936,99;941,74; R$72.730.982,53 ;Buy;3007
04/01/2012;ICFFUT;967,86;979,09;962,32;966,75; R$52.307.118,75 ;Neutral;3042
03/01/2012;ICFFUT;965,48;971,81;957,57;967,54; R$36.020.430,78 ;Neutral;2975
02/01/2012;ICFFUT;961,68;970,23;961,68;965,48; R$2.851.240,01 ;Neutral;2959
29/12/2011;ICFFUT;968,65;968,65;961,05;961,05; R$14.099.006,85 ;Neutral;2927
28/12/2011;ICFFUT;952,82;974,34;944,91;967,06; R$62.092.481,86 ;Neutral;3254
27/12/2011;ICFFUT;936,99;952,66;936,83;952,66; R$18.949.812,49 ;Neutral;3316
26/12/2011;ICFFUT;938,73;940,16;931,93;937,78; R$3.399.816,32 ;Neutral;3306
23/12/2011;ICFFUT;948,55;955,83;936,04;940,16; R$19.393.496,75 ;Sell;3230
22/12/2011;ICFFUT;946,49;953,61;944,27;947,91; R$33.321.518,23 ;Sell;3219
21/12/2011;ICFFUT;952,66;952,82;938,57;947,12; R$40.887.030,57 ;Sell;3193
13/12/2011;ICFFUT;971,18;971,81;968,65;968,65; R$1.463.923,36 ;Sell;224
12/12/2011;ICFFUT;977,99;978,14;968,65;968,65; R$3.337.638,40 ;Sell;241
09/12/2011;ICFFUT;992,39;992,39;991,44;991,44; R$2.268.904,68 ;Sell;261
08/12/2011;ICFFUT;1001,88;1009,32;996,35;1000,3; R$2.268.137,53 ;Sell;284
07/12/2011;ICFFUT;1009,8;1009,8;1009,8;1009,8; R$5.660.262,63 ;Sell;486
06/12/2011;ICFFUT;1019,3;1019,3;1009,8;1009,8; R$2.790.660,30 ;Sell;550
05/12/2011;ICFFUT;1001,25;1012,96;1001,25;1009,8; R$5.127.754,63 ;Buy;655
02/12/2011;ICFFUT;1011,38;1013,6;991,76;991,76; R$10.651.426,43 ;Buy;992
01/12/2011;ICFFUT;1000,14;1023,57;1000,14;1011,38; R$9.304.944,91 ;Buy;1135
30/11/2011;ICFFUT;977,04;1009,8;976,56;1000,3; R$26.947.210,65 ;Buy;1741
29/11/2011;ICFFUT;976,88;977,19;969,44;974,03; R$18.792.743,05 ;Buy;1974
28/11/2011;ICFFUT;976,72;989,22;970,23;971,81; R$27.498.073,34 ;Buy;2063
25/11/2011;ICFFUT;989,38;992,39;978,14;978,14; R$32.638.197,58 ;Sell;2464
24/11/2011;ICFFUT;995,4;999,04;985,74;987,01; R$8.081.378,96 ;Sell;2546
23/11/2011;ICFFUT;1001,88;1009,17;992,07;998,09; R$42.901.363,85 ;Sell;2825
22/11/2011;ICFFUT;1007,42;1011,38;1000,46;1001,73; R$28.699.788,77 ;Sell;2968
21/11/2011;ICFFUT;1016,45;1016,6;1001,09;1006,32; R$20.359.818,46 ;Sell;3082
18/11/2011;ICFFUT;1012,96;1021,51;1008,53;1014,55; R$34.569.402,34 ;Sell;3171
17/11/2011;ICFFUT;1020,56;1024,99;1012,96;1014,55; R$45.336.258,65 ;Sell;3198
16/11/2011;ICFFUT;1016,6;1027,21;1011,38;1023,73; R$33.394.103,82 ;Sell;3296
14/11/2011;ICFFUT;1025,15;1033,54;1008,22;1013,6; R$41.834.130,53 ;Sell;3330
11/11/2011;ICFFUT;1017,24;1026,89;1014,71;1025,63; R$51.680.302,37 ;Sell;3362
10/11/2011;ICFFUT;1017,08;1027,21;1006,63;1016,29; R$63.812.424,61 ;Sell;3410
09/11/2011;ICFFUT;1031,01;1034,65;1004,89;1017,4; R$139.741.414,89 ;Sell;3470
08/11/2011;ICFFUT;1046,2;1054,91;1027,21;1027,21; R$134.677.578,87 ;Sell;3571
07/11/2011;ICFFUT;1038,45;1050,95;1037,81;1046,2; R$60.124.484,17 ;Sell;3706
04/11/2011;ICFFUT;1034,33;1041,77;1025,94;1035,12; R$101.459.197,71 ;Sell;3722
03/11/2011;ICFFUT;1022,78;1039,24;1021,67;1034,17; R$74.690.306,38 ;Sell;3768
01/11/2011;ICFFUT;1022,46;1026,1;999,04;1021,51; R$72.877.902,26 ;Sell;3812
31/10/2011;ICFFUT;1033,22;1039,87;1010,27;1019,3; R$66.643.785,30 ;Sell;3948
28/10/2011;ICFFUT;1032,75;1039,4;1020,88;1035,6; R$65.871.504,35 ;Sell;4014
27/10/2011;ICFFUT;1026,58;1050,63;1026,58;1033,54; R$78.987.092,74 ;Sell;3957
26/10/2011;ICFFUT;1034,49;1053,32;1025,63;1027,21; R$108.928.177,74 ;Sell;3665
25/10/2011;ICFFUT;1071,53;1076,27;1031,96;1036,71; R$156.791.559,67 ;Sell;3743
24/10/2011;ICFFUT;1050,48;1072,79;1048,42;1070,26; R$101.306.832,10 ;Sell;3770
21/10/2011;ICFFUT;1008,22;1050,48;1008,22;1049,37; R$155.174.700,33 ;Buy;3798
20/10/2011;ICFFUT;1022,46;1024,99;1004,89;1007,27; R$132.481.572,18 ;Buy;3782
19/10/2011;ICFFUT;1008,22;1034,33;1008,22;1026,26; R$105.425.729,64 ;Buy;3957
18/10/2011;ICFFUT;1027,05;1032,59;1004,26;1008,22; R$124.889.507,72 ;Buy;3856
17/10/2011;ICFFUT;1044,62;1053,96;1013,28;1027,21; R$108.867.913,90 ;Buy;3829
14/10/2011;ICFFUT;1050,95;1060,13;1039,87;1046,2; R$74.013.217,41 ;Buy;3886
13/10/2011;ICFFUT;1009,8;1052,37;1005,37;1047,94; R$104.361.265,84 ;Buy;4034
11/10/2011;ICFFUT;1008,22;1014,55;992,39;1009,96; R$92.871.749,00 ;Buy;4172
10/10/2011;ICFFUT;1009,48;1028,79;999,19;1012,01; R$31.890,00 ;Buy;0
07/10/2011;ICFFUT;1024,2;1032,59;994,13;1000,3; R$134.650.691,48 ;Buy;4326
06/10/2011;ICFFUT;992,55;1024,99;990,33;1024,68; R$94.015.324,91 ;Buy;4519
05/10/2011;ICFFUT;971,18;990,49;965,48;990,49; R$102.156.713,83 ;Buy;4532
04/10/2011;ICFFUT;949,97;978,14;933,83;971,97; R$144.178.159,75 ;Buy;4816
